City,Count of Customer ID,Customer Name,Customer Segment,Sum of Discount,Year,Quarter,Month,Day,Count of Order ID,Order Priority,Count of Postal Code,Sum of Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Sum of Quantity ordered new,Region,Count of Row ID,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State or Province,Sum of Unit Price
East Meadow,1,Milton Phillips,Home Office,0.03,2011,Qtr 4,December,17,1,Low,1,0.82,Office Supplies,Wrap Bag,"Super Bands, 12/Pack",Rubber Bands,-53.5,22,East,1,41.27,2011,Qtr 4,December,22,Regular Air,2.58,New York,1.86
East Meadow,1,Milton Phillips,Home Office,0.05,2011,Qtr 4,December,17,1,Low,1,0.59,Technology,Small Box,3285,Telephones and Communication,2458.4285999999997,21,East,1,3562.94,2011,Qtr 4,December,22,Regular Air,5.99,New York,205.99
East Orange,1,Alice Marks,Corporate,0.04,2012,Qtr 3,September,22,1,Critical,1,0.38,Office Supplies,Small Box,Xerox 1880,Paper,57.89,23,East,1,831.22,2012,Qtr 3,September,24,Regular Air,19.99,New Jersey,35.44
East Orange,1,Edwin Lang,Corporate,0.02,2012,Qtr 4,October,10,1,Low,1,0.58,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,-89.964,7,East,1,112.88,2012,Qtr 4,October,12,Regular Air,10.68,New Jersey,15.42
East Point,1,Benjamin Harvey,Home Office,0.06,2012,Qtr 2,May,19,1,Low,1,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,-93.212,2,South,1,436.51,2012,Qtr 2,May,19,Regular Air,18.06,Georgia,218.08
East Point,1,Benjamin Harvey,Home Office,0.01,2012,Qtr 2,May,19,1,Low,1,0.58,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,-308.06874000000005,19,South,1,319.19,2012,Qtr 2,May,21,Express Air,10.68,Georgia,15.42
East Point,1,Kevin Wolfe,Corporate,0.07,2010,Qtr 2,June,13,1,High,1,0.56,Office Supplies,Small Box,Kensington 7 Outlet MasterPiece Power Center,Appliances,-191.548,3,South,1,536.29,2010,Qtr 2,June,13,Regular Air,0.99,Georgia,177.98
East Point,1,Kevin Wolfe,Corporate,0.1,2012,Qtr 2,May,5,1,Not Specified,1,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,-570.038,3,South,1,35.38,2012,Qtr 2,May,8,Regular Air,2.85,Georgia,12.22
East Point,1,Kevin Wolfe,Corporate,0.04,2012,Qtr 2,May,5,1,Not Specified,1,0.4,Office Supplies,Small Box,Xerox 1981,Paper,1557.1065,20,South,1,110.7,2012,Qtr 2,May,6,Regular Air,5.57,Georgia,5.28
East Point,1,Kevin Wolfe,Corporate,0.01,2013,Qtr 2,June,13,1,High,1,0.36,Office Supplies,Small Box,Economy Binders,Binders and Binder Accessories,-130.56119999999999,4,South,1,13.69,2013,Qtr 2,June,14,Express Air,1.49,Georgia,2.08
East Point,1,Kevin Wolfe,Home Office,0.1,2012,Qtr 1,March,27,1,Critical,1,0.4,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-310.49255999999997,11,South,1,36.61,2012,Qtr 1,March,29,Regular Air,6.27,Georgia,3.36
East Point,1,Kevin Wolfe,Home Office,0.05,2012,Qtr 1,March,27,1,Critical,1,0.38,Office Supplies,Small Box,Xerox 190,Paper,225.882,7,South,1,35.53,2012,Qtr 1,March,28,Regular Air,4.86,Georgia,4.98
East Providence,1,Rosemary Giles Case,Home Office,0.05,2011,Qtr 3,July,20,1,High,1,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Office Furnishings,365.25,9,East,1,532.6,2011,Qtr 3,July,21,Regular Air,12.23,Rhode Island,60.65
East Saint Louis,1,Glenn MacDonald,Corporate,0.09,2013,Qtr 1,February,23,1,Low,1,0.38,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-86.204,4,Central,1,86.87,2013,Qtr 1,March,3,Regular Air,15.1,Illinois,22.38
East Saint Louis,1,Jeanette Boswell,Corporate,0.05,2011,Qtr 2,June,24,1,Critical,1,0.74,Furniture,Jumbo Box,"Bevis Round Conference Table Top, X-Base",Tables,133.824,10,Central,1,1799.65,2011,Qtr 2,June,25,Delivery Truck,29.21,Illinois,179.29
East Saint Louis,1,Jeanette Boswell,Corporate,0.08,2011,Qtr 2,June,24,1,Critical,1,0.6,Office Supplies,Small Box,Hanging Personal Folder File,Storage & Organization,-32.808,2,Central,1,36.54,2011,Qtr 2,June,25,Regular Air,11.25,Illinois,15.7
East Saint Louis,1,Jeanette Boswell,Corporate,0,2011,Qtr 3,August,23,1,Not Specified,1,0.44,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,99.3531,7,Central,1,143.99,2011,Qtr 3,August,24,Express Air,4.1,Illinois,19.84
East Saint Louis,1,Jeanette Boswell,Corporate,0.05,2012,Qtr 4,October,17,1,Not Specified,1,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Paper,98.0076,6,Central,1,171.66,2012,Qtr 4,October,18,Regular Air,4.86,Illinois,29.14
East Saint Louis,1,Jeanette Boswell,Corporate,0.06,2013,Qtr 4,November,9,1,High,1,0.67,Furniture,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Office Furnishings,0.6171199999999928,26,Central,1,2469.94,2013,Qtr 4,November,10,Regular Air,39.61,Illinois,92.23
Easthampton,1,Kate Foley,Corporate,0.02,2012,Qtr 3,July,27,1,Critical,1,0.56,Office Supplies,Wrap Bag,Newell 335,Pens & Art Supplies,20.06,12,East,1,36.13,2012,Qtr 3,July,29,Regular Air,0.7,Massachusetts,2.88
Easton,1,Alfred Barr,Corporate,0.01,2013,Qtr 2,April,4,1,Critical,1,0.64,Technology,Small Box,Micro Innovations 104 Keyboard,Computer Peripherals,-165.74,12,East,1,133.32,2013,Qtr 2,April,5,Regular Air,6.5,Massachusetts,10.97
Easton,1,Janet Bryant,Home Office,0.04,2011,Qtr 2,May,19,1,Critical,1,0.6,Technology,Small Box,i2000,Telephones and Communication,1059.084,15,East,1,1557.54,2011,Qtr 2,May,20,Regular Air,2.5,Pennsylvania,125.99
Easton,1,Janet Bryant,Home Office,0.03,2013,Qtr 2,May,18,1,High,1,0.59,Technology,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,Office Machines,67.36000000000007,4,East,1,869.6,2013,Qtr 2,May,20,Delivery Truck,14.7,Pennsylvania,213.45
Easton,1,Janet Bryant,Home Office,0.09,2013,Qtr 4,October,29,1,High,1,0.41,Furniture,Small Box,"Eldon® 300 Class™ Desk Accessories, Black",Office Furnishings,-53.06,13,East,1,61.44,2013,Qtr 4,October,30,Regular Air,5.32,Pennsylvania,4.95
Easton,1,Janet Bryant,Home Office,0.02,2013,Qtr 4,November,19,1,Medium,1,0.8,Office Supplies,Large Box,Space Solutions Commercial Steel Shelving,Storage & Organization,143.59872000000007,10,East,1,703.4,2013,Qtr 4,November,20,Regular Air,35,Pennsylvania,64.65
Easton,1,Janet Bryant,Home Office,0.02,2013,Qtr 4,November,19,1,Medium,1,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,95.866848,14,East,1,264.37,2013,Qtr 4,November,21,Regular Air,0.99,Pennsylvania,20.99
Eastpointe,1,Dan George,Home Office,0.1,2011,Qtr 3,September,20,1,Low,1,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-821.87,20,Central,1,1736.1,2011,Qtr 3,September,24,Delivery Truck,42,Michigan,89.99
Eastpointe,1,Dan George,Home Office,0.05,2011,Qtr 3,September,20,1,Low,1,0.51,Furniture,Wrap Bag,"Master Caster Door Stop, Brown",Office Furnishings,24.87,19,Central,1,94.45,2011,Qtr 3,September,22,Regular Air,2.03,Michigan,5.08
Eastpointe,1,Dan George,Home Office,0.08,2012,Qtr 1,February,1,1,Critical,1,0.6,Furniture,Jumbo Drum,"Global Stack Chair without Arms, Black",Chairs & Chairmats,-124.42,6,Central,1,158.99,2012,Qtr 1,February,4,Delivery Truck,14.36,Michigan,25.98
Eastpointe,1,Dan George,Home Office,0.01,2012,Qtr 3,July,4,1,Not Specified,1,0.59,Technology,Small Box,M70,Telephones and Communication,223.254,7,Central,1,756.99,2012,Qtr 3,July,5,Regular Air,8.99,Michigan,125.99
Eastpointe,1,Dan George,Home Office,0.09,2013,Qtr 3,September,16,1,Medium,1,0.37,Office Supplies,Small Box,Xerox 1894,Paper,-88.964,21,Central,1,137,2013,Qtr 3,September,17,Regular Air,6.22,Michigan,6.48
Eastpointe,1,Kelly Collins,Consumer,0.01,2012,Qtr 1,March,24,1,Medium,1,0.35,Office Supplies,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,Envelopes,-83.66,13,Central,1,73.35,2012,Qtr 1,March,26,Regular Air,5.3,Michigan,5.58
Eastpointe,1,Kelly Collins,Corporate,0.07,2010,Qtr 4,November,16,1,Low,1,0.38,Technology,Wrap Bag,Accessory41,Telephones and Communication,17.83980000000001,5,Central,1,153.61,2010,Qtr 4,November,20,Regular Air,5.99,Michigan,35.99
Eau Claire,1,Monica Harvey,Home Office,0.08,2010,Qtr 1,January,27,1,Not Specified,1,0.59,Technology,Small Box,V70,Telephones and Communication,997.3814400000001,10,Central,1,1610.84,2010,Qtr 1,January,28,Regular Air,2.5,Wisconsin,205.99
Eau Claire,1,Monica Harvey,Home Office,0.06,2011,Qtr 3,July,25,1,Low,1,0.38,Office Supplies,Small Box,Avery 52,Labels,5.0784,1,Central,1,7.36,2011,Qtr 3,July,30,Express Air,0.5,Wisconsin,3.69
Eau Claire,1,Monica Harvey,Home Office,0.01,2011,Qtr 3,July,25,1,Low,1,0.52,Office Supplies,Wrap Bag,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Pens & Art Supplies,-1.82,3,Central,1,15.49,2011,Qtr 3,August,1,Regular Air,1.93,Wisconsin,4.63
Eau Claire,1,Monica Harvey,Home Office,0.04,2013,Qtr 1,January,9,1,High,1,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-129.53908,11,Central,1,78.66,2013,Qtr 1,January,11,Express Air,5.03,Wisconsin,7.99
Eden,1,Brad Stark,Home Office,0.08,2011,Qtr 3,September,9,1,Not Specified,1,0.75,Technology,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",Computer Peripherals,195.528,9,South,1,222.82,2011,Qtr 3,September,10,Regular Air,5.89,North Carolina,26.31
Eden,1,Brad Stark,Home Office,0,2013,Qtr 2,June,9,1,Critical,1,0.39,Office Supplies,Small Box,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Binders and Binder Accessories,6978.0876,16,South,1,252.89,2013,Qtr 2,June,10,Regular Air,8.4,North Carolina,15.01
Eden,1,Brad Stark,Home Office,0.02,2013,Qtr 3,September,9,1,Not Specified,1,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,39.768,1,South,1,7.52,2013,Qtr 3,September,9,Regular Air,0.49,North Carolina,7.31
Eden,1,Brad Stark,Small Business,0.01,2010,Qtr 3,July,9,1,Critical,1,0.37,Office Supplies,Small Box,GBC DocuBind 300 Electric Binding Machine,Binders and Binder Accessories,-161.924,9,South,1,4920.81,2010,Qtr 3,July,11,Regular Air,19.99,North Carolina,525.98
Eden,1,Timothy S Connolly,Corporate,0.04,2012,Qtr 3,September,15,1,Medium,1,0.4,Office Supplies,Small Box,Xerox 1953,Paper,18.410999999999998,18,South,1,82.67,2012,Qtr 3,September,15,Regular Air,5.74,North Carolina,4.28
Eden,1,Timothy S Connolly,Corporate,0,2012,Qtr 3,September,15,1,Medium,1,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,-1465.492,19,South,1,615.42,2012,Qtr 3,September,16,Regular Air,6.5,North Carolina,30.98
Eden,1,Timothy S Connolly,Corporate,0.1,2012,Qtr 3,September,15,1,Medium,1,0.58,Technology,Small Box,MicroTAC 650,Telephones and Communication,-121.8126,11,South,1,562.89,2012,Qtr 3,September,17,Regular Air,4.99,North Carolina,65.99
Eden Prairie,1,Ann Pearson,Corporate,0.05,2012,Qtr 2,June,7,1,Low,1,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,559.8177,13,Central,1,811.33,2012,Qtr 2,June,12,Regular Air,14.48,Minnesota,63.94
Eden Prairie,1,Ann Pearson,Corporate,0.1,2013,Qtr 2,May,20,1,Low,1,0.36,Office Supplies,Small Box,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,-28.968500000000002,3,Central,1,19.24,2013,Qtr 2,May,24,Regular Air,5.27,Minnesota,6.54
Eden Prairie,1,Ann Pearson,Small Business,0.08,2012,Qtr 1,February,19,1,Medium,1,0.38,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,194.31850000000003,1,Central,1,866.49,2012,Qtr 1,February,20,Regular Air,19.99,Minnesota,896.99
Eden Prairie,1,Ann Pearson,Small Business,0.06,2012,Qtr 1,February,19,1,Medium,1,0.46,Technology,Small Box,Gyration Ultra Cordless Optical Suite,Computer Peripherals,206.86,4,Central,1,402.42,2012,Qtr 1,February,21,Regular Air,7.18,Minnesota,100.97
Eden Prairie,1,Gladys Everett,Consumer,0.05,2011,Qtr 2,May,3,1,Critical,1,0.55,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,-214.53300000000002,1,Central,1,174.37,2011,Qtr 2,May,4,Delivery Truck,60,Minnesota,159.31
Eden Prairie,1,Gladys Everett,Consumer,0.01,2011,Qtr 2,May,3,1,Critical,1,0.57,Technology,Small Pack,Accessory13,Telephones and Communication,237.14100000000002,11,Central,1,346.47,2011,Qtr 2,May,5,Regular Air,1.25,Minnesota,35.99
Eden Prairie,1,Gladys Everett,Consumer,0.03,2012,Qtr 3,July,13,1,High,1,0.37,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,315.51629999999994,8,Central,1,457.27,2012,Qtr 3,July,15,Express Air,6.79,Minnesota,55.48
Eden Prairie,1,Gladys Everett,Consumer,0.04,2013,Qtr 3,July,10,1,Not Specified,1,0.44,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,237.71879999999996,8,Central,1,344.52,2013,Qtr 3,July,11,Regular Air,1.99,Minnesota,43.98
Edgewood,1,Leo J Olson,Corporate,0.01,2010,Qtr 2,June,11,1,High,1,0.7,Technology,Small Box,Microsoft Natural Keyboard Elite,Computer Peripherals,-30.808,5,East,1,203.29,2010,Qtr 2,June,12,Regular Air,4,Maryland,39.98
Edgewood,1,Leo J Olson,Corporate,0.06,2011,Qtr 2,April,5,1,Low,1,0.61,Furniture,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Bookcases,-868.88,13,East,1,741.3,2011,Qtr 2,April,5,Delivery Truck,36.61,Maryland,58.14
Edgewood,1,Leo J Olson,Corporate,0.06,2011,Qtr 2,April,5,1,Low,1,0.57,Office Supplies,Medium Box,Eldon Simplefile® Box Office®,Storage & Organization,-41.86,4,East,1,48.91,2011,Qtr 2,April,10,Regular Air,6.27,Maryland,12.44
Edgewood,1,Patrick Lowry,Corporate,0.04,2010,Qtr 4,October,29,1,Critical,1,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,52.6976,22,East,1,131.79,2010,Qtr 4,October,31,Regular Air,0.96,Maryland,5.98
Edgewood,1,Patrick Lowry,Corporate,0.01,2010,Qtr 4,October,29,1,Critical,1,0.57,Technology,Wrap Bag,Accessory25,Telephones and Communication,-78.19415999999998,2,East,1,35.33,2010,Qtr 4,October,30,Regular Air,0.99,Maryland,20.99
Edgewood,1,Peter Maynard,Consumer,0.04,2011,Qtr 2,June,14,1,High,1,0.36,Office Supplies,Wrap Bag,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Paper,7.02,8,East,1,47.96,2011,Qtr 2,June,16,Express Air,3.04,Maryland,5.88
Edina,1,Melanie Morrow,Consumer,0.09,2010,Qtr 2,June,29,1,High,1,0.37,Office Supplies,Small Box,Xerox 214,Paper,-126.208,16,Central,1,96.96,2010,Qtr 3,July,1,Regular Air,7.03,Minnesota,6.48
Edina,1,Melanie Morrow,Consumer,0.07,2012,Qtr 2,May,30,1,Medium,1,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,42.45,20,Central,1,112.72,2012,Qtr 2,May,30,Regular Air,0.96,Minnesota,5.98
Edina,1,Troy Casey,Home Office,0.03,2010,Qtr 3,July,3,1,High,1,0.37,Office Supplies,Small Box,Xerox 227,Paper,-35.04,2,Central,1,15.95,2010,Qtr 3,July,5,Regular Air,8.73,Minnesota,6.48
Edina,1,Troy Casey,Home Office,0.05,2010,Qtr 4,November,23,1,Medium,1,0.82,Office Supplies,Wrap Bag,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",5.980000000000004,3,Central,1,42.35,2010,Qtr 4,November,25,Regular Air,4.59,Minnesota,12.88
Edinburg,1,Kurt O'Connor,Consumer,0.06,2010,Qtr 4,December,22,1,Low,1,0.36,Office Supplies,Wrap Bag,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Paper,9.78,13,Central,1,55.97,2010,Qtr 4,December,27,Regular Air,2.26,Texas,4.2
Edinburg,1,Stacy Benton,Corporate,0.03,2012,Qtr 1,March,16,1,Low,1,0.38,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,-2.5530000000000004,1,Central,1,4.28,2012,Qtr 1,March,20,Regular Air,1.49,Texas,3.8
Edinburg,1,Stacy Benton,Home Office,0.06,2011,Qtr 1,January,10,1,Medium,1,0.38,Office Supplies,Small Box,Xerox 1952,Paper,-66.1292,5,Central,1,26.59,2011,Qtr 1,January,11,Regular Air,5.49,Texas,4.98
Edison,1,Claudia Upchurch,Home Office,0,2012,Qtr 3,August,26,1,Medium,1,0.52,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,-0.468,2,East,1,9.96,2012,Qtr 3,August,27,Regular Air,0.71,New Jersey,4.84
Edison,1,Erika Hardison,Consumer,0.02,2012,Qtr 2,May,8,1,High,1,0.83,Technology,Small Pack,Accessory29,Telephones and Communication,-42.229,9,East,1,164.05,2012,Qtr 2,May,9,Regular Air,1.25,New Jersey,20.99
Edison,1,Gregory Barefoot,Home Office,0.05,2013,Qtr 3,September,9,1,Medium,1,0.59,Furniture,Large Box,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Office Furnishings,914.8248,11,East,1,1458.58,2013,Qtr 3,September,12,Regular Air,24.49,New Jersey,136.98
Edmond,1,Lewis House Stokes,Home Office,0.06,2012,Qtr 4,December,31,1,Critical,1,0.35,Office Supplies,Wrap Bag,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Paper,50.40449999999999,9,Central,1,73.05,2013,Qtr 1,January,1,Express Air,1.43,Oklahoma,8.34
Edmond,1,Lewis House Stokes,Home Office,0.07,2012,Qtr 4,December,31,1,Critical,1,0.58,Technology,Jumbo Drum,Panasonic KX-P1131 Dot Matrix Printer,Office Machines,4067.3016,23,Central,1,5894.64,2012,Qtr 4,December,31,Delivery Truck,17.86,Oklahoma,264.98
Edmonds,1,Eugene Clayton,Corporate,0.03,2010,Qtr 1,January,8,1,High,1,0.38,Office Supplies,Small Box,GBC DocuBind TL300 Electric Binding System,Binders and Binder Accessories,3602.1311999999994,6,West,1,5220.48,2010,Qtr 1,January,10,Regular Air,19.99,Washington,896.99
Edmonds,1,Eugene Clayton,Corporate,0.01,2010,Qtr 2,April,17,1,High,1,0.59,Technology,Small Box,M70,Telephones and Communication,-582.6479999999999,1,West,1,113.44,2010,Qtr 2,April,18,Regular Air,8.99,Washington,125.99
Edmonds,1,Eugene Clayton,Corporate,0.08,2010,Qtr 2,May,25,1,Not Specified,1,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-66.585,4,West,1,66.02,2010,Qtr 2,May,27,Express Air,13.18,Washington,15.99
Edmonds,1,Eugene Clayton,Corporate,0.01,2013,Qtr 1,February,20,1,Not Specified,1,0.55,Office Supplies,Small Pack,Kleencut® Forged Office Shears by Acme United Corporation,"Scissors, Rulers and Trimmers",-4.64,1,West,1,3.47,2013,Qtr 1,February,21,Regular Air,2.56,Washington,2.08
Edmonds,1,Mary Henson,Consumer,0,2013,Qtr 1,February,1,1,Medium,1,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,2754.7008,2,West,1,3992.32,2013,Qtr 1,February,3,Regular Air,13.99,Washington,1938.02
Edmonds,1,Mary Henson,Consumer,0.08,2013,Qtr 2,April,3,1,Critical,1,0.6,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,-47.37,2,West,1,42.25,2013,Qtr 2,April,4,Regular Air,4,Washington,20.95
El Cajon,1,Edith McDaniel,Corporate,0.08,2011,Qtr 2,May,24,1,Low,1,0.49,Technology,Small Pack,TDK 4.7GB DVD+RW,Computer Peripherals,-29.71,2,West,1,27.57,2011,Qtr 2,May,26,Regular Air,1.99,California,14.48
El Cajon,1,Edith McDaniel,Corporate,0,2013,Qtr 3,September,1,1,Not Specified,1,0.42,Technology,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,342.08129999999994,15,West,1,495.77,2013,Qtr 3,September,3,Regular Air,1.99,California,31.78
El Centro,1,Monica Howard,Corporate,0.05,2010,Qtr 1,February,19,1,High,1,0.59,Office Supplies,Small Box,X-Rack™ File for Hanging Folders,Storage & Organization,-35.26,8,West,1,90.46,2010,Qtr 1,February,21,Regular Air,5.03,California,11.29
El Centro,1,Monica Howard,Corporate,0.07,2010,Qtr 4,December,1,1,Medium,1,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,322.25069999999994,12,West,1,467.03,2010,Qtr 4,December,2,Regular Air,1.99,California,39.48
El Centro,1,Monica Howard,Corporate,0.05,2012,Qtr 1,March,7,1,Low,1,0.59,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-182.87,10,West,1,114.38,2012,Qtr 1,March,12,Regular Air,8.99,California,11.66
El Centro,1,Oscar Hale,Small Business,0.09,2011,Qtr 2,May,29,1,Low,1,0.36,Office Supplies,Small Box,Xerox 1899,Paper,-58.25,11,West,1,59.74,2011,Qtr 2,June,5,Regular Air,4.96,California,5.78
El Dorado Hills,1,Faye Hanna,Corporate,0.03,2012,Qtr 4,November,28,1,Critical,1,0.55,Furniture,Small Box,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",Office Furnishings,2.596000000000002,3,West,1,39.32,2012,Qtr 4,November,29,Express Air,6.22,California,9.65
El Dorado Hills,1,Faye Hanna,Corporate,0.08,2012,Qtr 4,November,28,1,Critical,1,0.6,Office Supplies,Wrap Bag,Newell 314,Pens & Art Supplies,107.91,41,West,1,217.39,2012,Qtr 4,November,30,Regular Air,0.7,California,5.58
El Dorado Hills,1,Faye Hanna,Small Business,0.1,2010,Qtr 3,August,30,1,Not Specified,1,0.55,Office Supplies,Wrap Bag,Newell 309,Pens & Art Supplies,69.7672,12,West,1,135.77,2010,Qtr 3,August,30,Regular Air,2.36,California,11.55
El Dorado Hills,1,Faye Hanna,Small Business,0.07,2011,Qtr 3,July,3,1,Critical,1,0.41,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,104.37,7,West,1,253.89,2011,Qtr 3,July,6,Regular Air,13.89,California,36.55
El Dorado Hills,1,Faye Hanna,Small Business,0.06,2011,Qtr 3,July,3,1,Critical,1,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-34.3041,11,West,1,1270.75,2011,Qtr 3,July,5,Delivery Truck,56.14,California,119.99
El Dorado Hills,1,Faye Hanna,Small Business,0.07,2012,Qtr 4,October,25,1,High,1,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,248.95476,13,West,1,732.4,2012,Qtr 4,October,26,Regular Air,3.99,California,65.99
El Dorado Hills,1,Faye Hanna,Small Business,0,2013,Qtr 1,March,29,1,Critical,1,0.41,Office Supplies,Jumbo Drum,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Appliances,-520.55,7,West,1,525.05,2013,Qtr 1,March,30,Delivery Truck,60,California,68.81
