City Name,Customer ID,Customer Name,Customer Segment,Sum of Discount,First Name,Manager Performance Class,Year,Quarter,Month,Day,Count of Order ID,Product Category,Product Container,Product Name,Product Sub-Category,Sum of Profit,Region Code,Sum of Sales,Year,Quarter,Month,Day,Ship Mode,Sum of Shipping Cost,State,Sum of Unit Price,Count of Zip Code
Foster City,313,Ruth Stout,Corporate,0.1,William,Low,2013,Qtr 4,December,7,1,Office Supplies,Large Box,"Carina Mini System Audio Rack, Model AR050B",Storage & Organization,-79.03056000000001,WEST,119.38,2013,Qtr 4,December,12,Regular Air,35,California,110.98,1
Franklin Square,1606,Don Rogers,Home Office,0.07,Erin,High,2010,Qtr 1,January,7,1,Technology,Large Box,Polycom ViewStation™ ISDN Videoconferencing Unit,Office Machines,77.98359999999768,EAST,13121.07,2010,Qtr 1,January,8,Regular Air,24.49,New York,6783.02,1
Franklin Square,1606,Don Rogers,Home Office,0.05,Erin,Low,2010,Qtr 1,January,7,1,Office Supplies,Small Box,Avery Reinforcements for Hole-Punch Pages,Binders and Binder Accessories,-14.359820000000001,EAST,3.53,2010,Qtr 1,January,8,Regular Air,4.77,New York,1.98,1
Franklin Square,1606,Don Rogers,Home Office,0.07,Erin,Low,2010,Qtr 1,January,7,1,Technology,Large Box,Canon PC1060 Personal Laser Copier,Copiers and Fax,-2870.2775999999994,EAST,706.56,2010,Qtr 1,January,8,Express Air,24.49,New York,699.99,1
Franklin Square,1606,Don Rogers,Home Office,0.07,Erin,Low,2012,Qtr 3,August,11,1,Furniture,Small Box,"Computer Room Manger, 14""",Office Furnishings,352.52099999999996,EAST,510.9,2012,Qtr 3,August,15,Regular Air,7.09,New York,32.48,1
Franklin Square,1606,Don Rogers,Home Office,0.01,Erin,Low,2012,Qtr 4,October,20,1,Office Supplies,Small Box,"Decoflex Hanging Personal Folder File, Blue",Storage & Organization,-142.1172,EAST,245.6,2012,Qtr 4,October,22,Regular Air,10.68,New York,15.42,1
Franklin Square,1606,Don Rogers,Home Office,0.09,Erin,Low,2012,Qtr 4,October,20,1,Office Supplies,Small Pack,"Elite 5"" Scissors","Scissors, Rulers and Trimmers",-157.9392,EAST,111.41,2012,Qtr 4,October,21,Regular Air,7.77,New York,8.45,1
Franklin Square,1606,Don Rogers,Home Office,0.04,Erin,Low,2013,Qtr 1,January,29,1,Furniture,Wrap Bag,"Master Big Foot® Doorstop, Beige",Office Furnishings,-5.208,EAST,23.03,2013,Qtr 1,February,3,Regular Air,3.96,New York,5.28,1
Freeport,1607,Kathleen Huang Hall,Home Office,0.01,Erin,Low,2010,Qtr 2,April,15,1,Office Supplies,Small Box,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Binders and Binder Accessories,-200.85899999999998,EAST,110.93,2010,Qtr 2,April,15,Regular Air,15.09,New York,15.16,1
Freeport,1607,Kathleen Huang Hall,Home Office,0.1,Erin,Low,2010,Qtr 3,August,6,1,Office Supplies,Small Pack,Acme® Preferred Stainless Steel Scissors,"Scissors, Rulers and Trimmers",-33.2956,EAST,118.35,2010,Qtr 3,August,10,Express Air,3.6,New York,5.68,1
Freeport,1607,Kathleen Huang Hall,Home Office,0.01,Erin,Low,2013,Qtr 3,July,16,1,Office Supplies,Small Box,Xerox 21,Paper,-82.15296,EAST,89.12,2013,Qtr 3,July,25,Regular Air,6.6,New York,6.48,1
Freeport,1607,Kathleen Huang Hall,Home Office,0.01,Erin,Low,2013,Qtr 3,July,16,1,Office Supplies,Wrap Bag,Prismacolor Color Pencil Set,Pens & Art Supplies,192.64799999999997,EAST,279.2,2013,Qtr 3,July,25,Regular Air,4.1,New York,19.84,1
Freeport,1607,Kathleen Huang Hall,Home Office,0,Erin,Low,2013,Qtr 3,July,16,1,Technology,Large Box,Hewlett Packard LaserJet 3310 Copier,Copiers and Fax,2508.7985999999996,EAST,3635.94,2013,Qtr 3,July,25,Regular Air,24.49,New York,599.99,1
Fresno,360,Lindsay Shepherd,Small Business,0.01,William,Low,2011,Qtr 1,January,1,1,Office Supplies,Small Box,Xerox 1898,Paper,-152.6068,WEST,75.24,2011,Qtr 1,January,3,Regular Air,6.92,California,6.68,1
Fresno,360,Lindsay Shepherd,Small Business,0.02,William,Low,2012,Qtr 1,March,10,1,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,2528.6499,WEST,3664.71,2012,Qtr 1,March,12,Delivery Truck,40.19,California,348.21,1
Fresno,360,Lindsay Shepherd,Small Business,0,William,Low,2012,Qtr 4,December,5,1,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,24.833099999999998,WEST,35.99,2012,Qtr 4,December,6,Regular Air,0.8,California,4.98,1
Fresno,360,Lindsay Shepherd,Small Business,0.05,William,Low,2013,Qtr 1,January,7,1,Technology,Small Box,i1000,Telephones and Communication,323.57304,WEST,519.3,2013,Qtr 1,January,11,Regular Air,5.99,California,65.99,1
Fresno,485,Edward Leonard,Corporate,0.05,William,Low,2010,Qtr 1,March,18,1,Office Supplies,Small Box,Avery 49,Labels,6.0512999999999995,WEST,8.77,2010,Qtr 1,March,20,Regular Air,0.5,California,2.88,1
Fresno,485,Edward Leonard,Corporate,0.04,William,Low,2013,Qtr 2,April,28,1,Technology,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,Office Machines,547.0251,WEST,792.79,2013,Qtr 2,April,29,Delivery Truck,28,California,90.97,1
Fresno,485,Edward Leonard,Corporate,0.05,William,Low,2013,Qtr 4,October,30,1,Furniture,Jumbo Box,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,-737.41,WEST,3961.88,2013,Qtr 4,November,3,Delivery Truck,55.96,California,200.98,1
Fruit Cove,2361,Vincent Daniel,Corporate,0.06,Sam,Low,2010,Qtr 1,February,25,1,Technology,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Computer Peripherals,-344.82000000000005,SOUTH,8.49,2010,Qtr 1,February,26,Regular Air,1.99,Florida,8.33,1
Fruit Cove,2361,Vincent Daniel,Corporate,0.1,Sam,Low,2013,Qtr 1,February,25,1,Office Supplies,Small Box,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",Binders and Binder Accessories,-24.633,SOUTH,78.91,2013,Qtr 1,February,26,Regular Air,5.75,Florida,10.44,1
Fruit Cove,2858,Jerry Webster,Corporate,0.06,Sam,Low,2010,Qtr 2,May,17,1,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-8.876,SOUTH,8.79,2010,Qtr 2,May,18,Regular Air,0.96,Florida,2.94,1
Fruit Cove,2858,Jerry Webster,Corporate,0.04,Sam,Low,2010,Qtr 4,November,23,1,Office Supplies,Small Box,Catalog Binders with Expanding Posts,Binders and Binder Accessories,14.754,SOUTH,2051.68,2010,Qtr 4,November,28,Regular Air,19.99,Florida,67.28,1
Fruit Cove,2858,Jerry Webster,Corporate,0.04,Sam,Low,2010,Qtr 4,November,23,1,Office Supplies,Wrap Bag,Newell 318,Pens & Art Supplies,213,SOUTH,80.27,2010,Qtr 4,November,23,Regular Air,1.25,Florida,2.78,1
Fruit Cove,2858,Jerry Webster,Corporate,0.09,Sam,Low,2013,Qtr 3,September,12,1,Office Supplies,Small Box,Xerox 215,Paper,-33.642,SOUTH,150.78,2013,Qtr 3,September,17,Regular Air,6.74,Florida,6.48,1
Fruit Cove,2858,Jerry Webster,Corporate,0.1,Sam,Medium,2010,Qtr 4,November,23,1,Furniture,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",Bookcases,669.612,SOUTH,5295.03,2010,Qtr 4,November,23,Delivery Truck,54.74,Florida,130.98,1
Gainesville,2859,Brad H Blake,Corporate,0.03,Sam,Low,2010,Qtr 4,October,1,1,Office Supplies,Small Box,Letter Size Cart,Storage & Organization,-8.388100000000001,SOUTH,3292.02,2010,Qtr 4,October,3,Regular Air,19.99,Florida,142.86,1
Gainesville,2859,Brad H Blake,Corporate,0.02,Sam,Low,2012,Qtr 3,September,2,1,Technology,Large Box,Canon PC1080F Personal Copier,Copiers and Fax,431.556,SOUTH,3175.15,2012,Qtr 3,September,4,Regular Air,24.49,Florida,599.99,1
Gainesville,2859,Brad H Blake,Corporate,0.05,Sam,Low,2013,Qtr 1,February,6,1,Furniture,Jumbo Box,Chromcraft Rectangular Conference Tables,Tables,-45.64,SOUTH,2879,2013,Qtr 1,February,8,Delivery Truck,59.24,Florida,236.97,1
Gainesville,2859,Brad H Blake,Corporate,0.01,Sam,Low,2013,Qtr 2,June,27,1,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,143.54819999999998,SOUTH,37.65,2013,Qtr 2,June,29,Express Air,0.7,Florida,1.76,1
Gainesville,2859,Brad H Blake,Corporate,0.07,Sam,Low,2013,Qtr 3,September,12,1,Furniture,Small Pack,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,-80.5574,SOUTH,157.15,2013,Qtr 3,September,19,Regular Air,6.67,Florida,20.24,1
Gainesville,2859,Brad H Blake,Corporate,0.01,Sam,Low,2013,Qtr 3,September,12,1,Office Supplies,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-0.994,SOUTH,377.15,2013,Qtr 3,September,19,Regular Air,13.32,Florida,14.81,1
Gainesville,2859,Brad H Blake,Corporate,0.01,Sam,Medium,2011,Qtr 3,August,15,1,Furniture,Jumbo Box,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,65.9016,SOUTH,9157.79,2011,Qtr 3,August,17,Delivery Truck,44.55,Florida,880.98,1
Garfield,414,Terry Christian,Consumer,0.03,Erin,Low,2011,Qtr 2,June,1,1,Office Supplies,Small Box,Home/Office Personal File Carts,Storage & Organization,168.39600000000002,EAST,290.71,2011,Qtr 2,June,3,Regular Air,5.49,New Jersey,34.76,1
Garfield,1332,Sally Steele,Small Business,0.1,Erin,Low,2013,Qtr 2,May,13,1,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,57.7392,EAST,83.68,2013,Qtr 2,May,14,Regular Air,0.49,New Jersey,7.31,1
Gilbert,269,Calvin Boyette,Home Office,0,William,Low,2010,Qtr 4,December,5,1,Furniture,Medium Box,Tenex Antistatic Computer Chair Mats,Office Furnishings,888.1473,WEST,1287.17,2010,Qtr 4,December,12,Regular Air,13.99,Arizona,170.98,1
Gilbert,269,Calvin Boyette,Home Office,0.09,William,Low,2010,Qtr 4,December,5,1,Office Supplies,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",Envelopes,144.2928,WEST,209.12,2010,Qtr 4,December,10,Regular Air,6.66,Arizona,35.94,1
Gilbert,269,Calvin Boyette,Home Office,0.09,William,Low,2010,Qtr 4,December,5,1,Office Supplies,Small Box,Xerox 1922,Paper,-46.005,WEST,46.17,2010,Qtr 4,December,7,Regular Air,7.44,Arizona,4.98,1
Gilbert,269,Calvin Boyette,Home Office,0.04,William,Low,2011,Qtr 2,May,29,1,Office Supplies,Small Box,Avery 508,Labels,43.125,WEST,62.5,2011,Qtr 2,May,30,Regular Air,0.5,Arizona,4.91,1
Gilbert,269,Calvin Boyette,Home Office,0.08,William,Low,2011,Qtr 2,May,29,1,Technology,Wrap Bag,Accessory34,Telephones and Communication,885.2837999999999,WEST,1283.02,2011,Qtr 2,May,31,Regular Air,0.99,Arizona,85.99,1
Gilbert,269,Calvin Boyette,Small Business,0.03,William,Low,2011,Qtr 4,December,19,1,Furniture,Small Pack,Nu-Dell Leatherette Frames,Office Furnishings,59.18129999999999,WEST,85.77,2011,Qtr 4,December,23,Regular Air,5,Arizona,14.34,1
Gilbert,269,Calvin Boyette,Small Business,0.07,William,Low,2012,Qtr 2,June,25,1,Technology,Small Box,7160,Telephones and Communication,-60.0072,WEST,579.55,2012,Qtr 2,June,27,Regular Air,4.2,Arizona,140.99,1
Gilroy,486,Tracey Gross,Corporate,0.01,William,Low,2011,Qtr 3,September,20,1,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-38.94,WEST,123.4,2011,Qtr 3,September,22,Regular Air,5.81,California,11.97,1
Gilroy,486,Tracey Gross,Corporate,0.04,William,Low,2011,Qtr 4,December,6,1,Technology,Small Box,252,Telephones and Communication,476.5209,WEST,690.61,2011,Qtr 4,December,8,Express Air,5.92,California,65.99,1
Gilroy,486,Tracey Gross,Corporate,0.03,William,Low,2013,Qtr 3,September,2,1,Office Supplies,Small Box,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Envelopes,707.7888,WEST,1053.74,2013,Qtr 3,September,9,Regular Air,9.83,California,39.98,1
Gilroy,486,Tracey Gross,Corporate,0.03,William,Low,2013,Qtr 3,September,2,1,Technology,Small Box,i2000,Telephones and Communication,937.95084,WEST,1761.78,2013,Qtr 3,September,6,Regular Air,2.5,California,125.99,1
Gilroy,486,Tracey Gross,Corporate,0.02,William,Low,2013,Qtr 4,October,11,1,Office Supplies,Small Box,Economy Rollaway Files,Storage & Organization,1952.15,WEST,4009.89,2013,Qtr 4,October,13,Express Air,19.99,California,165.2,1
Gilroy,833,Gerald Love,Corporate,0,William,Low,2010,Qtr 1,January,9,1,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,-203.67000000000002,WEST,138.51,2010,Qtr 1,January,11,Express Air,8.99,California,11.66,1
Gilroy,833,Gerald Love,Corporate,0.07,William,Low,2013,Qtr 1,March,6,1,Furniture,Large Box,Hon 4060 Series Tables,Tables,-742.88,WEST,437.96,2013,Qtr 1,March,7,Regular Air,69,California,111.96,1
Gilroy,833,Gerald Love,Corporate,0,William,Low,2013,Qtr 1,March,6,1,Technology,Small Pack,"Sony MFD2HD Formatted Diskettes, 10/Pack",Computer Peripherals,-37.88,WEST,42.68,2013,Qtr 1,March,8,Regular Air,2.74,California,6.48,1
Glassboro,1333,Dolores McClure,Small Business,0.03,Erin,Low,2011,Qtr 2,May,12,1,Furniture,Jumbo Drum,"Situations Contoured Folding Chairs, 4/Set",Chairs & Chairmats,-1330.78,EAST,995.58,2011,Qtr 2,May,16,Delivery Truck,59.81,New Jersey,70.98,1
Glassboro,3293,Arthur Yu,Corporate,0.1,Erin,Low,2011,Qtr 3,September,26,1,Office Supplies,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Binders and Binder Accessories,112.05550000000001,EAST,165.99,2011,Qtr 3,September,27,Express Air,2.99,New Jersey,40.98,1
Glen Cove,1625,Molly Browning,Corporate,0.04,Erin,Low,2012,Qtr 4,October,5,1,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,146.95159999999998,EAST,251.01,2012,Qtr 4,October,10,Regular Air,9.2,New York,39.98,1
Glen Cove,1625,Molly Browning,Home Office,0,Erin,Low,2010,Qtr 1,March,27,1,Office Supplies,Small Box,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Storage & Organization,-28.09,EAST,19.16,2010,Qtr 1,March,28,Regular Air,8.34,New York,16.06,1
Glen Cove,1625,Molly Browning,Home Office,0.1,Erin,Low,2010,Qtr 1,March,27,1,Office Supplies,Small Box,Xerox 1882,Paper,300.0465,EAST,434.85,2010,Qtr 1,March,29,Regular Air,13.88,New York,55.98,1
Glen Cove,1625,Molly Browning,Home Office,0.08,Erin,Low,2010,Qtr 1,March,27,1,Technology,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,Office Machines,1674.7541999999999,EAST,2427.18,2010,Qtr 1,March,29,Delivery Truck,14.7,New York,213.45,1
Glen Cove,1625,Molly Browning,Home Office,0,Erin,Low,2010,Qtr 3,August,16,1,Furniture,Large Box,Hon 2111 Invitation™ Series Corner Table,Tables,-263.1119290800001,EAST,1959.88,2010,Qtr 3,August,18,Regular Air,69,New York,209.37,1
Glen Cove,1625,Molly Browning,Home Office,0.03,Erin,Low,2012,Qtr 3,August,13,1,Furniture,Jumbo Drum,"Metal Folding Chairs, Beige, 4/Carton",Chairs & Chairmats,-40.9968,EAST,111.93,2012,Qtr 3,August,15,Delivery Truck,19.19,New York,33.94,1
Glen Cove,1625,Molly Browning,Home Office,0.07,Erin,Low,2013,Qtr 4,December,3,1,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-127.41792000000001,EAST,608.23,2013,Qtr 4,December,3,Delivery Truck,69.55,New York,284.98,1
Glendale,270,Robyn White,Home Office,0.1,William,Low,2012,Qtr 1,January,19,1,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,-19.5796,WEST,51.03,2012,Qtr 1,January,19,Regular Air,1.6,Arizona,4.28,1
Glendale,270,Robyn White,Home Office,0.07,William,Low,2013,Qtr 2,April,18,1,Office Supplies,Medium Box,Holmes HEPA Air Purifier,Appliances,182.16,WEST,264,2013,Qtr 2,April,18,Regular Air,5.94,Arizona,21.78,1
Glendale,270,Robyn White,Small Business,0.09,William,Low,2011,Qtr 3,July,4,1,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,1196.8394999999998,WEST,1734.55,2011,Qtr 3,July,4,Regular Air,13.99,Arizona,150.98,1
Glendale,270,Robyn White,Small Business,0.03,William,Low,2013,Qtr 3,August,12,1,Furniture,Jumbo Drum,Hon Non-Folding Utility Tables,Tables,25.956719999999997,WEST,1505.99,2013,Qtr 3,August,16,Delivery Truck,60,Arizona,159.31,1
Glendale,270,Robyn White,Small Business,0.02,William,Low,2013,Qtr 3,August,12,1,Office Supplies,Small Pack,Staples SlimLine Pencil Sharpener,Pens & Art Supplies,-26.122640000000004,WEST,228.02,2013,Qtr 3,August,12,Regular Air,5.81,Arizona,11.97,1
Glendale,353,Bonnie Chambers,Home Office,0.07,William,Low,2010,Qtr 2,May,14,1,Office Supplies,Small Box,Xerox 1898,Paper,-141.12,WEST,104.84,2010,Qtr 2,May,21,Regular Air,6.92,Arizona,6.68,1
Glendale,353,Bonnie Chambers,Home Office,0.08,William,Low,2010,Qtr 2,May,14,1,Technology,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Computer Peripherals,-165.45,WEST,84.76,2010,Qtr 2,May,14,Express Air,4.93,Arizona,4.89,1
Goleta,840,Kevin Daly,Corporate,0.1,William,Low,2011,Qtr 2,April,12,1,Furniture,Jumbo Drum,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Chairs & Chairmats,124.36,WEST,934.72,2011,Qtr 2,April,15,Delivery Truck,58.95,California,320.98,1
Goleta,840,Kevin Daly,Corporate,0.08,William,Low,2011,Qtr 2,April,12,1,Office Supplies,Wrap Bag,Newell 337,Pens & Art Supplies,-28.37,WEST,10.88,2011,Qtr 2,April,13,Regular Air,3.97,California,3.28,1
Goleta,840,Kevin Daly,Corporate,0,William,Low,2011,Qtr 2,April,12,1,Technology,Small Pack,Accessory29,Telephones and Communication,10.998000000000001,WEST,232.22,2011,Qtr 2,April,15,Regular Air,1.25,California,20.99,1
Goleta,840,Kevin Daly,Corporate,0.08,William,Low,2012,Qtr 2,May,12,1,Furniture,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",Chairs & Chairmats,-319.26,WEST,852.12,2012,Qtr 2,May,13,Delivery Truck,32.41,California,60.89,1
Goleta,840,Kevin Daly,Corporate,0.04,William,Low,2013,Qtr 4,October,15,1,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders and Binder Accessories,-84.4215,WEST,88.68,2013,Qtr 4,October,17,Regular Air,4.95,California,4.98,1
Goleta,850,Jesse Hutchinson,Corporate,0.07,William,Low,2010,Qtr 3,September,7,1,Office Supplies,Wrap Bag,Zebra Zazzle Fluorescent Highlighters,Pens & Art Supplies,19.57,WEST,41.96,2010,Qtr 3,September,8,Regular Air,0.91,California,6.08,1
Goleta,850,Jesse Hutchinson,Small Business,0.04,William,Low,2012,Qtr 3,July,16,1,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,154.85,WEST,374.57,2012,Qtr 3,July,18,Regular Air,8.99,California,40.97,1
Goodyear,354,Joanna Hill,Home Office,0.07,William,Low,2011,Qtr 4,October,3,1,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",15.777999999999999,WEST,181.66,2011,Qtr 4,October,7,Express Air,3.37,Arizona,10.98,1
Goodyear,354,Joanna Hill,Home Office,0.1,William,Low,2012,Qtr 4,October,9,1,Office Supplies,Small Box,Fellowes Command Center 5-outlet power strip,Appliances,640.4763999999999,WEST,1171.67,2012,Qtr 4,October,11,Regular Air,0.99,Arizona,67.84,1
Goodyear,354,Joanna Hill,Home Office,0.02,William,Low,2013,Qtr 2,April,15,1,Office Supplies,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",Paper,4.59,WEST,36.47,2013,Qtr 2,April,16,Express Air,3.01,Arizona,4.76,1
Goodyear,354,Joanna Hill,Home Office,0.04,William,Low,2013,Qtr 2,May,26,1,Office Supplies,Small Box,"Fellowes Mobile File Cart, Black",Storage & Organization,430.32,WEST,917.56,2013,Qtr 2,May,27,Regular Air,12.78,Arizona,62.18,1
Goodyear,354,Joanna Hill,Home Office,0.1,William,Low,2013,Qtr 2,May,26,1,Technology,Small Box,Targus USB Numeric Keypad,Computer Peripherals,-83.28,WEST,505.61,2013,Qtr 2,May,28,Regular Air,6.5,Arizona,40.98,1
Granite Bay,3287,Mary Norman,Small Business,0.08,William,Low,2010,Qtr 2,May,25,1,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,352.8798,WEST,511.42,2010,Qtr 2,May,27,Regular Air,2.99,California,30.56,1
Granite Bay,3287,Mary Norman,Small Business,0.06,William,Low,2011,Qtr 3,August,14,1,Office Supplies,Small Box,Fellowes Super Stor/Drawer® Files,Storage & Organization,890.7824,WEST,2177.26,2011,Qtr 3,August,14,Regular Air,19.99,California,161.55,1
Granite Bay,3287,Mary Norman,Small Business,0.09,William,Low,2012,Qtr 2,May,25,1,Office Supplies,Small Box,Xerox 199,Paper,-111.87,WEST,55.4,2012,Qtr 2,May,26,Regular Air,5.68,California,4.28,1
Granite Bay,3287,Mary Norman,Small Business,0.09,William,Low,2012,Qtr 2,May,25,1,Technology,Small Box,StarTAC 6500,Telephones and Communication,851.31,WEST,1949.07,2012,Qtr 2,May,26,Regular Air,8.8,California,125.99,1
Granite Bay,3287,Mary Norman,Small Business,0.01,William,Low,2013,Qtr 1,March,19,1,Office Supplies,Small Box,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,-30.04,WEST,31.18,2013,Qtr 1,March,21,Regular Air,5.96,California,7.35,1
Hacienda Heights,838,Gary Walton,Consumer,0,William,Low,2011,Qtr 3,August,8,1,Office Supplies,Small Box,Belkin 8 Outlet Surge Protector,Appliances,546.2108999999999,WEST,791.61,2011,Qtr 3,August,9,Regular Air,5.33,California,40.98,1
Hacienda Heights,838,Gary Walton,Consumer,0.04,William,Low,2012,Qtr 3,August,3,1,Office Supplies,Small Box,Xerox 1949,Paper,-43.5656,WEST,119.4,2012,Qtr 3,August,4,Regular Air,4.72,California,4.98,1
Hacienda Heights,838,Gary Walton,Consumer,0.04,William,Low,2012,Qtr 3,August,3,1,Office Supplies,Wrap Bag,Prang Colored Pencils,Pens & Art Supplies,50.05949999999999,WEST,72.55,2012,Qtr 3,August,3,Express Air,0.81,California,2.94,1
Hacienda Heights,838,Gary Walton,Consumer,0.1,William,Low,2012,Qtr 4,December,9,1,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-49.51,WEST,134.28,2012,Qtr 4,December,9,Regular Air,2.83,California,8.12,1
Hacienda Heights,838,Gary Walton,Consumer,0.09,William,Low,2013,Qtr 4,October,2,1,Technology,Small Pack,Imation DVD-RAM discs,Computer Peripherals,138.1,WEST,354.46,2013,Qtr 4,October,4,Regular Air,1.99,California,35.41,1
Hacienda Heights,838,Gary Walton,Consumer,0.05,William,Medium,2013,Qtr 4,October,2,1,Technology,Large Box,Canon imageCLASS 2200 Advanced Copier,Copiers and Fax,-9078.94,WEST,6849.48,2013,Qtr 4,October,3,Regular Air,24.49,California,3499.99,1
